INDEX_,HOUR,DAYOFWEEK,VISIBILITY,LIGHT,RDSFCOND,TEMP,REL_HUMID,LOCCOORD,TRAFFCTL,ROADCLASS,SPEEDLMT,VEH_ADT,PED_ADT,LAND_USE,POP_2021,PRIV_DWELL,LAND_AREA,INVAGE,PEDCOND,PEDACT,VEHINV,VIOL,INJURY
80942136,4,weekend,Clear,Dark,Dry,-8.7,0.65,Intersection,Traffic Signal including Transit,Minor Arterial,60,326.0,198.0,Residential,426,228,190,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW,automobile,speeding,Major
80776349,19,weekday,Clear,Dusk,Dry,26.7,0.42,Intersection,Traffic Signal including Transit,Major Arterial,60,0.0,0.0,Mixed Use,578,261,252,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
80632141,21,weekday,Clear,Dark,Dry,22.5,0.92,Intersection,Traffic Signal including Transit,Major Arterial,60,916.0,42.0,Other Open Space,598,234,226,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
80942967,3,weekday,Clear,Dark,Ice/Slush,-9.5,0.79,Intersection,Traffic Signal including Transit,Major Arterial,60,646.0,562.0,Regeneration,1629,1217,1098,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Minor
80772494,10,weekday,Clear,Daylight,Dry,-4.9,0.6,Intersection,Traffic Signal including Transit,Major Arterial,60,342.0,112.0,Regeneration,2973,2014,1769,30 to 44,Other,Other,transit vehicle,speeding,Major
80776500,14,weekday,Clear,Daylight,Dry,29.6,0.39,Intersection,No Control,Major Arterial,60,300.0,69.0,Residential,500,208,202,45 to 64,Impaired - Alcohol (BAC > 0.08),Other,automobile,speeding,Major
80942968,3,weekday,Clear,Dark,Ice/Slush,-9.5,0.79,Intersection,Traffic Signal including Transit,Major Arterial,60,646.0,562.0,Regeneration,1629,1217,1098,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80944355,18,weekend,Clear,Daylight,Dry,18.0,0.6,Intersection,Other Traffic Control,Local,50,256.0,28.0,Residential,343,159,147,Under 15,Normal,Other,automobile,aggressive driving,Major
80887406,20,weekend,Clear,Dark,Wet,2.8,0.72,Intersection,Traffic Signal including Transit,Major Arterial,60,859.0,46.0,Unknown,5506,2998,2735,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
81239119,21,weekday,Clear,Dark,Dry,23.4,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,455.0,21.0,Residential,1373,453,432,Over 65,Normal,Crossing without ROW,automobile,speeding,Major
80948320,16,weekday,Clear,Daylight,Dry,26.1,0.64,Intersection,Traffic Signal including Transit,Major Arterial,60,422.0,17.0,Residential,573,210,199,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW,automobile,aggressive driving,Major
80777175,9,weekday,Clear,Daylight,Dry,16.5,0.64,Intersection,Traffic Signal including Transit,Major Arterial,60,576.0,24.0,Parks,284,90,88,15 to 29,Normal,Other,automobile,aggressive driving,Major
80632145,8,weekday,Clear,Daylight,Dry,22.6,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,875.0,78.0,Unknown,3655,2518,2274,15 to 29,Normal,Other,automobile,aggressive driving,Major
80948376,21,weekday,Clear,Dark,Dry,23.6,0.76,Intersection,Traffic Signal including Transit,Major Arterial,60,603.0,9.0,Residential,579,219,217,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80772697,9,weekend,Rain,Daylight,Snow,-3.1,0.91,Intersection,Traffic Signal including Transit,Major Arterial,60,456.0,80.0,Regeneration,2973,2014,1769,45 to 64,Normal,Other,automobile,speeding,Major
80756919,9,weekday,Clear,Daylight,Dry,16.5,0.64,Intersection,No Control,Major Arterial,60,621.0,11.0,Residential,475,184,170,15 to 29,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
80889001,9,weekday,Clear,Daylight,Wet,-8.0,0.8,Intersection,Traffic Signal including Transit,Minor Arterial,60,266.0,36.0,Residential,357,160,145,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80756920,9,weekday,Clear,Daylight,Dry,16.5,0.64,Intersection,No Control,Major Arterial,60,621.0,11.0,Residential,475,184,170,15 to 29,Normal,Crossing without ROW,automobile,speeding,Major
80632150,13,weekend,Clear,Daylight,Dry,25.7,0.51,Intersection,Traffic Signal including Transit,Minor Arterial,60,265.0,26.0,Parks,639,312,291,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80735294,15,weekday,Clear,Daylight,Wet,-1.5,0.63,Intersection,Traffic Signal including Transit,Major Arterial,60,1109.0,244.0,Other Open Space,1771,1095,1022,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Major
80776258,15,weekday,Clear,Daylight,Dry,17.8,0.32,Intersection,No Control,Minor Arterial,60,274.0,25.0,Residential,570,241,228,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
80632157,7,weekday,Clear,Daylight,Dry,19.8,0.76,Intersection,Traffic Signal including Transit,Major Arterial,60,1015.0,15.0,Residential,337,127,119,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80949869,21,weekend,Clear,Dark,Dry,25.4,0.66,Midblock,No Control,Minor Arterial,60,281.0,13.0,Residential,716,263,251,15 to 29,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80892162,11,weekday,Snow,Daylight,Snow,-6.2,0.83,Midblock,No Control,Major Arterial,60,363.0,177.0,Mixed Use,3073,2002,1831,Over 65,Distracted,Other,automobile,speeding,Major
80942181,1,weekend,Clear,Dark,Dry,14.0,0.5,Intersection,Other Traffic Control,Major Arterial,60,329.0,73.0,Residential,676,271,258,15 to 29,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
80735164,22,weekend,Clear,Dark,Dry,7.9,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,903.0,526.0,Mixed Use,2382,1663,1312,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
80942703,0,weekend,Drifting Snow,Dark,Wet,-4.0,0.86,Intersection,No Control,Major Arterial,60,498.0,219.0,Parks,706,335,311,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80735165,22,weekend,Clear,Dark,Dry,7.9,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,903.0,526.0,Mixed Use,2382,1663,1312,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Minor
80719262,20,weekday,Clear,Dark,Dry,25.1,0.68,Midblock,No Control,Minor Arterial,60,343.0,87.0,Residential,400,158,148,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
80756966,11,weekend,Clear,Daylight,Dry,17.9,0.48,Intersection,Traffic Signal including Transit,Major Arterial,60,622.0,23.0,Unknown,1177,630,564,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
80895353,13,weekday,Rain,Daylight,Wet,14.4,0.86,Midblock,No Control,Major Arterial,60,1025.0,148.0,Parks,844,363,358,15 to 29,Normal,Other,automobile,speeding,Major
80887736,0,weekday,Clear,Dark,Dry,24.0,0.77,Midblock,No Control,Major Arterial,60,377.0,10.0,Residential,695,256,234,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,alcohol-related,Major
80905768,15,weekday,Clear,Daylight,Dry,4.9,0.63,Intersection,Traffic Signal including Transit,Major Arterial,60,402.0,58.0,Parks,7031,2283,2201,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80948468,12,weekday,Clear,Daylight,Dry,31.7,0.46,Intersection,Traffic Signal including Transit,Major Arterial,60,256.0,85.0,Parks,1188,812,749,Over 65,Normal,Crossing without ROW,truck,speeding,Major
80735243,17,weekend,Clear,Daylight,Dry,9.2,0.54,Midblock,No Control,Minor Arterial,60,250.0,79.0,Parks,505,202,185,45 to 64,Normal,Crossing without ROW,automobile,speeding,Major
80943591,18,weekend,Clear,Dusk,Dry,1.8,0.66,Intersection,No Control,Major Arterial,60,449.0,123.0,Mixed Use,911,636,583,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
81338081,14,weekend,Clear,Daylight,Dry,26.9,0.49,Midblock,No Control,Major Arterial,60,779.0,44.0,Other Open Space,1178,428,418,45 to 64,Normal,Crossing with ROW and no control,motorcycle,speeding,Major
80784555,17,weekday,Clear,Dark,Dry,26.3,0.48,Midblock,No Control,Local,50,412.0,3.0,Residential,628,250,228,15 to 29,Other,Other,automobile,speeding,Major
80941033,16,weekday,Clear,Dusk,Wet,13.2,0.91,Intersection,Pedestrian Crossover,Major Arterial,60,199.0,19.0,Regeneration,2973,2014,1769,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80657505,10,weekday,Clear,Daylight,Dry,11.4,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,593.0,629.0,Mixed Use,2382,1663,1312,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
80771579,12,weekday,Clear,Daylight,Dry,17.0,0.71,Intersection,No Control,Local,50,74.0,1.0,Residential,520,146,135,45 to 64,Normal,Other,transit vehicle,speeding,Major
80632189,23,weekday,Clear,Dark,Dry,22.8,0.47,Midblock,No Control,Major Arterial,60,521.0,23.0,Mixed Use,650,265,255,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80793691,16,weekday,Rain,Daylight,Wet,13.2,0.91,Intersection,Traffic Signal including Transit,Major Arterial,60,561.0,8.0,Parks,633,218,207,Over 65,Normal,Crossing with ROW,truck,aggressive driving,Fatal
80632190,23,weekday,Clear,Dark,Dry,22.8,0.47,Midblock,No Control,Major Arterial,60,521.0,23.0,Mixed Use,650,265,255,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80948543,2,weekday,Rain,Dark,Wet,21.8,0.89,Intersection,No Control,Major Arterial,60,359.0,176.0,Residential,649,548,474,30 to 44,Other,Other,emergency vehicle,speeding,Major
80793692,18,weekday,Clear,Dark,Dry,1.9,0.61,Midblock,No Control,Collector,50,1338.0,3.0,Commercial,974,371,364,30 to 44,Distracted,Crossing with ROW and no control,truck,speeding,Fatal
80632197,18,weekday,Clear,Daylight,Dry,21.6,0.5,Intersection,Traffic Signal including Transit,Major Arterial,60,721.0,41.0,Residential,1048,400,389,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80948662,0,weekday,Clear,Dark,Dry,21.5,0.77,Midblock,No Control,Expressway,110,125.0,2.0,Residential,1033,326,317,15 to 29,Medical or Physical Disability,Crossing without ROW,automobile,speeding,Fatal
80565332,12,weekday,Clear,Daylight,Dry,20.7,0.52,Midblock,No Control,Local,50,526.0,5.0,Commercial,2043,1202,1018,Over 65,Unknown,Other,automobile,aggressive driving,Fatal
80772520,12,weekday,Clear,Daylight,Dry,14.6,0.73,Intersection,Other Traffic Control,Major Arterial,60,466.0,108.0,Mixed Use,1880,931,875,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
81133877,6,weekday,Clear,Dark,Dry,0.6,0.9,Intersection,Traffic Signal including Transit,Major Arterial,60,767.0,21.0,Unknown,556,152,142,45 to 64,Distracted,Crossing with ROW,automobile,speeding,Major
80931178,8,weekend,Clear,Daylight,Dry,3.0,0.7,Intersection,No Control,Minor Arterial,60,409.0,11.0,Parks,664,316,307,Over 65,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
80948768,10,weekday,Clear,Daylight,Dry,23.7,0.41,Intersection,Traffic Signal including Transit,Major Arterial,60,563.0,56.0,Residential,726,316,298,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80719031,19,weekday,Clear,Dark,Dry,19.7,0.76,Midblock,Pedestrian Crossover,Major Arterial,60,350.0,11.0,Commercial,625,259,247,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
80915927,19,weekend,Clear,Dark,Dry,2.6,0.66,Intersection,Traffic Signal including Transit,Major Arterial,60,705.0,137.0,Residential,852,384,369,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80632210,17,weekday,Clear,Daylight,Dry,26.2,0.26,Intersection,Pedestrian Crossover,Major Arterial,60,291.0,14.0,Residential,490,206,194,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80719045,21,weekday,Clear,Dusk,Dry,19.2,0.42,Midblock,No Control,Major Arterial,60,509.0,0.0,Mixed Use,4298,2596,2372,30 to 44,Normal,Other,automobile,speeding,Major
80772737,20,weekday,Clear,Dark,Dry,7.5,0.73,Midblock,No Control,Major Arterial,60,934.0,11.0,Parks,546,211,203,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80772709,6,weekday,Rain,Dawn,Wet,5.2,0.82,Intersection,Traffic Signal including Transit,Major Arterial,60,424.0,140.0,Residential,1094,613,551,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80771841,18,weekday,Clear,Dark,Dry,4.8,0.92,Intersection,No Control,Minor Arterial,60,410.0,42.0,Residential,439,167,161,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
80937513,21,weekday,Rain,Dark,Wet,8.7,0.8,Intersection,Traffic Signal including Transit,Major Arterial,60,1090.0,66.0,Regeneration,428,252,222,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
81505574,22,weekend,Clear,Dark,Dry,6.9,0.68,Intersection,Traffic Signal including Transit,Major Arterial,50,806.0,43.0,Residential,1333,550,531,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
81503009,18,weekday,Rain,Dark,Wet,3.8,0.89,Intersection,Traffic Signal including Transit,Major Arterial,50,1069.0,82.0,Residential,937,307,304,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
81504681,19,weekday,Rain,Dark,Wet,2.9,0.89,Intersection,Traffic Signal including Transit,Major Arterial,50,520.0,31.0,Residential,1479,563,545,30 to 44,Normal,Crossing with ROW,automobile,speeding,Major
81432713,17,weekend,Clear,Dusk,Dry,-1.5,0.74,Midblock,No Control,Major Arterial,50,781.0,2.0,Natural areas,280,92,81,30 to 44,Distracted,Crossing with ROW and no control,truck,speeding,Fatal
81599284,8,weekday,Clear,Daylight,Dry,-4.8,0.76,Intersection,Traffic Signal including Transit,Major Arterial,50,556.0,8.0,Residential,1103,315,310,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
81504389,18,weekday,Clear,Dark,Dry,1.6,0.63,Intersection,Traffic Signal including Transit,Major Arterial,50,903.0,50.0,Residential,732,283,263,30 to 44,Normal,Crossing with ROW,automobile,speeding,Major
81507091,18,weekend,Clear,Dusk,Dry,7.1,0.93,Intersection,Traffic Signal including Transit,Major Arterial,50,646.0,8.0,Residential,428,156,149,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
81432757,11,weekday,Clear,Daylight,Dry,-5.3,0.56,Intersection,Traffic Signal including Transit,Major Arterial,50,691.0,29.0,Natural areas,998,413,398,30 to 44,Normal,Crossing with ROW,truck,aggressive driving,Fatal
81432755,15,weekday,Clear,Daylight,Dry,-3.8,0.62,Midblock,No Control,Minor Arterial,50,243.0,2.0,Parks,653,276,264,30 to 44,Normal,Other,automobile,aggressive driving,Fatal
81504435,20,weekday,Rain,Dark,Wet,4.0,0.8,Intersection,Other Traffic Control,Collector,40,121.0,37.0,Residential,478,339,289,Unknown,Normal,Crossing with ROW,automobile,aggressive driving,Major
81509301,17,weekday,Rain,Dark,Wet,4.7,0.92,Midblock,No Control,Major Arterial,50,277.0,102.0,Residential,1119,702,608,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
81432825,17,weekday,Rain,Dark,Wet,4.7,0.92,Intersection,Traffic Signal including Transit,Major Arterial,50,1168.0,102.0,Mixed Use,5506,2998,2735,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Fatal
81421595,8,weekday,Clear,Daylight,Wet,-5.2,0.62,Intersection,Traffic Signal including Transit,Major Arterial,50,756.0,232.0,Parks,974,545,485,30 to 44,Normal,Other,automobile,aggressive driving,Major
81512830,16,weekday,Clear,Daylight,Dry,-0.1,0.57,Midblock,No Control,Major Arterial,50,887.0,9.0,Parks,663,380,331,30 to 44,Impaired - Drugs,Crossing without ROW,transit vehicle,speeding,Major
81432991,19,weekday,Clear,Dark,Wet,-0.4,0.83,Midblock,No Control,Major Arterial,50,801.0,93.0,Parks,648,211,189,30 to 44,Unknown,Crossing with ROW and no control,automobile,speeding,Fatal
81583633,18,weekday,Rain,Dark,Wet,4.8,0.82,Intersection,No Control,Local,40,442.0,44.0,Residential,643,260,239,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
81511962,11,weekday,Clear,Daylight,Dry,-5.4,0.7,Intersection,Traffic Signal including Transit,Major Arterial,50,963.0,37.0,Parks,620,207,202,Over 65,Distracted,Crossing without ROW,automobile,speeding,Major
81513129,9,weekend,Clear,Daylight,Dry,-9.7,0.65,Midblock,No Control,Major Arterial,50,15.0,3.0,Regeneration,505,276,250,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
81502958,6,weekday,Clear,Dark,Dry,-1.6,0.66,Midblock,No Control,Major Arterial,50,990.0,148.0,Residential,783,459,434,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
81513013,15,weekday,Clear,Daylight,Dry,1.7,0.65,Intersection,Traffic Signal including Transit,Major Arterial,50,544.0,11.0,Parks,1744,689,653,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
81513135,17,weekday,Clear,Dawn,Dry,1.1,0.7,Midblock,No Control,Major Arterial,50,1168.0,102.0,Mixed Use,4484,1959,1846,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
81514269,9,weekday,Clear,Daylight,Dry,-6.5,0.63,Intersection,Traffic Signal including Transit,Major Arterial,50,827.0,29.0,Mixed Use,3922,2170,2053,45 to 64,Distracted,Crossing without ROW,transit vehicle,aggressive driving,Major
81576809,11,weekday,Clear,Daylight,Wet,3.9,0.71,Midblock,No Control,Major Arterial,50,317.0,52.0,Residential,316,129,124,15 to 29,Normal,Other,automobile,speeding,Major
81576810,11,weekday,Clear,Daylight,Wet,3.9,0.71,Midblock,No Control,Major Arterial,50,317.0,52.0,Residential,316,129,124,Under 15,Normal,Other,automobile,speeding,Minor
81576811,11,weekday,Clear,Daylight,Wet,3.9,0.71,Midblock,No Control,Major Arterial,50,317.0,52.0,Residential,316,129,124,Under 15,Normal,Other,automobile,speeding,None
81514116,11,weekday,Clear,Daylight,Dry,-3.1,0.4,Intersection,No Control,Major Arterial,50,212.0,45.0,Residential,407,256,220,45 to 64,Normal,Crossing with ROW and no control,emergency vehicle,speeding,Major
81577148,14,weekday,Clear,Daylight,Dry,17.2,0.54,Intersection,Traffic Signal including Transit,Major Arterial,50,404.0,18.0,Residential,433,199,181,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
81543259,19,weekday,Clear,Dark,Dry,0.9,0.41,Intersection,No Control,Major Arterial,50,290.0,86.0,Residential,653,336,314,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
81543260,19,weekday,Clear,Dark,Dry,0.9,0.41,Intersection,No Control,Major Arterial,50,290.0,86.0,Residential,653,336,314,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
81545690,7,weekday,Clear,Daylight,Wet,2.6,0.81,Intersection,Traffic Signal including Transit,Major Arterial,50,319.0,277.0,Mixed Use,1232,907,821,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
81545737,10,weekday,Clear,Daylight,Dry,5.2,0.6,Midblock,No Control,Collector,40,581.0,46.0,Other Open Space,1434,588,563,45 to 64,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
81514683,15,weekday,Clear,Daylight,Dry,7.2,0.49,Midblock,No Control,Collector,40,88.0,11.0,Residential,458,175,165,Under 15,Normal,Crossing without ROW,automobile,speeding,Major
81515000,7,weekday,Clear,Daylight,Dry,-4.2,0.36,Intersection,No Control,Major Arterial,50,589.0,17.0,Parks,939,293,263,15 to 29,Distracted,Crossing with ROW and no control,automobile,speeding,Major
81514837,14,weekend,Clear,Daylight,Dry,13.6,0.24,Intersection,No Control,Collector,40,127.0,1.0,Commercial,1956,1076,1006,45 to 64,Normal,Unknown,cyclist,speeding,Major
81516195,5,weekday,Clear,Dark,Dry,10.8,0.56,Intersection,Traffic Signal including Transit,Major Arterial,50,292.0,6.0,Mixed Use,531,177,173,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
81542016,23,weekday,Rain,Dark,Wet,11.0,0.72,Midblock,No Control,Major Arterial,50,315.0,3.0,Commercial,822,281,267,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
81542210,21,weekend,Clear,Dark,Dry,11.0,0.38,Intersection,Traffic Signal including Transit,Major Arterial,50,953.0,37.0,Regeneration,9625,6612,5892,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
81542813,10,weekday,Clear,Daylight,Dry,13.3,0.21,Intersection,Traffic Signal including Transit,Major Arterial,50,426.0,46.0,Regeneration,2453,1846,1546,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
